YEAR,MO,DY,HR,PS,WS10M,WD10M,PRECTOTCORR,RH2M,QV2M,T2M,T2MDEW,T2MWET,WS50M,WD50M
2024,6,2,12,91.99,3.8,243.38,0.0,18.19,7.63,36.62,8.63,22.63,3.89,248.9
2024,6,2,13,91.92,4.12,249.23,0.0,17.81,7.69,37.19,8.77,22.98,4.34,254.11
2024,6,2,14,91.85,4.28,253.55,0.0,18.0,7.81,37.28,9.01,23.14,4.61,257.78
2024,6,2,15,91.8,4.13,255.1,0.0,18.56,7.87,36.8,9.05,22.93,4.58,258.79
2024,6,2,16,91.77,3.82,255.54,0.0,19.5,7.87,35.93,9.1,22.51,4.32,258.43
2024,6,2,17,91.8,3.26,257.83,0.0,21.56,8.06,34.49,9.4,21.94,3.93,259.81
2024,6,2,18,91.87,1.8,262.54,0.0,32.06,10.31,31.84,13.07,22.46,3.09,264.35
2024,6,2,19,91.94,1.36,276.27,0.0,34.56,10.07,30.14,12.74,21.44,2.09,276.65
2024,6,2,20,92.03,0.94,313.65,0.0,33.0,9.46,29.9,11.83,20.87,1.39,311.13
2024,6,2,21,92.08,1.05,351.45,0.0,33.81,9.28,29.11,11.49,20.3,1.47,348.99
2024,6,2,22,92.1,1.46,17.17,0.0,37.5,9.46,27.73,11.85,19.79,2.05,15.73
2024,6,2,23,92.07,1.93,30.09,0.0,41.88,9.64,26.08,12.09,19.08,2.8,29.21
2024,6,3,0,92.0,2.23,35.86,0.0,44.94,9.52,24.73,11.98,18.36,3.34,35.29
2024,6,3,1,91.95,2.35,38.13,0.0,47.31,9.52,23.8,11.92,17.87,3.59,37.74
2024,6,3,2,91.92,2.32,38.03,0.0,48.75,9.4,23.16,11.81,17.48,3.53,38.16
2024,6,3,3,91.9,2.38,42.21,0.0,49.56,9.28,22.63,11.58,17.11,3.66,42.75
2024,6,3,4,91.9,2.21,48.15,0.0,48.5,9.09,22.61,11.23,16.92,3.36,49.34
2024,6,3,5,91.93,1.86,53.71,0.0,46.0,8.85,23.1,10.85,16.98,2.74,55.58
2024,6,3,6,91.96,1.39,58.82,0.0,44.88,9.77,25.17,12.36,18.76,2.13,61.27
2024,6,3,7,91.99,0.6,157.78,0.0,31.31,8.24,28.41,9.72,19.07,0.77,180.0
2024,6,3,8,91.99,1.87,221.1,0.0,26.12,7.87,30.75,9.05,19.9,1.81,225.88
2024,6,3,9,91.98,2.65,228.46,0.0,23.19,7.75,32.59,8.86,20.73,2.53,233.41
2024,6,3,10,91.97,3.36,229.62,0.0,21.31,7.75,34.15,8.92,21.54,3.3,233.75
2024,6,3,11,91.92,3.69,230.68,0.0,20.0,7.81,35.38,9.01,22.19,3.67,234.62
2024,6,3,12,91.85,3.63,234.19,0.0,19.25,7.93,36.24,9.17,22.71,3.69,238.33
2024,6,3,13,91.77,3.54,239.19,0.0,19.0,8.06,36.75,9.39,23.07,3.67,243.71
2024,6,3,14,91.7,3.53,243.04,0.0,19.12,8.12,36.8,9.52,23.16,3.75,247.22
2024,6,3,15,91.66,3.59,246.51,0.0,19.62,8.18,36.43,9.59,23.01,3.92,249.98
2024,6,3,16,91.62,3.42,250.94,0.0,20.25,8.12,35.75,9.5,22.62,3.85,253.88
2024,6,3,17,91.64,2.93,255.96,0.0,21.88,8.18,34.54,9.65,22.09,3.49,258.11
2024,6,3,18,91.68,1.61,257.11,0.0,31.31,10.31,32.18,13.01,22.6,2.72,259.4
2024,6,3,19,91.76,1.15,254.27,0.0,33.0,9.89,30.55,12.38,21.47,1.78,256.02
2024,6,3,20,91.83,0.64,250.02,0.0,30.19,9.03,30.58,11.08,20.83,0.98,250.41
2024,6,3,21,91.91,0.09,270.0,0.0,29.69,8.79,30.37,10.62,20.5,0.22,251.57
2024,6,3,22,91.95,0.46,47.07,0.0,30.5,8.73,29.86,10.6,20.23,0.44,47.17
2024,6,3,23,91.94,0.9,43.59,0.0,32.88,8.85,28.78,10.78,19.78,1.02,42.21
2024,6,4,0,91.92,1.23,38.32,0.0,34.44,8.79,27.87,10.69,19.29,1.51,37.23
2024,6,4,1,91.88,1.52,35.81,0.0,36.81,8.97,27.01,10.93,18.97,1.94,34.52
2024,6,4,2,91.85,1.77,36.36,0.0,38.31,8.91,26.24,10.86,18.55,2.34,35.23
2024,6,4,3,91.84,2.03,44.69,0.0,40.38,8.85,25.28,10.82,18.05,2.82,44.55
2024,6,4,4,91.83,2.41,52.76,0.0,43.75,8.91,24.05,10.94,17.5,3.62,53.25
2024,6,4,5,91.87,2.64,56.97,0.0,45.44,8.91,23.41,10.94,17.18,4.24,57.8
2024,6,4,6,91.93,2.42,61.29,0.0,43.81,9.7,25.48,12.25,18.87,4.42,61.58
2024,6,4,7,91.98,3.19,79.54,0.0,31.38,8.42,28.78,10.07,19.43,3.69,81.84
2024,6,4,8,92.01,3.14,110.87,0.0,25.12,7.75,31.15,8.84,20.0,3.45,107.78
2024,6,4,9,92.04,2.94,135.43,0.0,22.69,7.63,32.76,8.68,20.72,3.09,130.38
2024,6,4,10,92.05,3.03,159.93,0.0,21.25,7.75,34.13,8.89,21.51,3.01,155.83
2024,6,4,11,92.04,3.24,180.14,0.0,20.19,7.81,35.2,9.02,22.12,3.17,178.59
2024,6,4,12,91.99,3.39,195.8,0.0,19.88,8.0,35.87,9.3,22.58,3.34,196.44
2024,6,4,13,91.91,3.41,206.86,0.0,19.56,8.06,36.27,9.41,22.84,3.44,208.66
2024,6,4,14,91.86,3.31,214.7,0.0,19.62,8.06,36.24,9.43,22.83,3.41,217.18
2024,6,4,15,91.82,2.84,217.41,0.0,20.0,8.06,35.86,9.39,22.62,3.0,220.78
2024,6,4,16,91.78,2.29,220.31,0.0,20.25,7.81,35.1,8.97,22.04,2.5,224.24
2024,6,4,17,91.81,1.76,225.72,0.0,21.38,7.75,34.01,8.86,21.44,2.02,229.4
2024,6,4,18,91.85,0.84,222.74,0.0,29.5,9.64,32.15,12.07,22.11,1.23,224.74
2024,6,4,19,91.91,0.36,139.4,0.0,28.25,8.61,30.87,10.32,20.59,0.45,144.93
2024,6,4,20,92.01,0.96,73.03,0.0,30.56,8.54,29.48,10.3,19.89,1.31,73.07
2024,6,4,21,92.05,1.55,58.64,0.0,34.06,8.73,27.92,10.56,19.24,2.22,59.55
2024,6,4,22,92.07,2.12,53.68,0.0,39.06,8.97,26.07,11.0,18.53,3.19,54.56
2024,6,4,23,92.05,2.46,51.31,0.0,42.81,9.03,24.63,11.12,17.88,3.86,52.16
2024,6,5,0,92.01,2.58,49.42,0.0,45.31,9.03,23.68,11.14,17.41,4.17,50.32
2024,6,5,1,92.0,2.58,49.42,0.0,47.44,9.03,22.91,11.15,17.04,4.2,50.51
2024,6,5,2,91.98,2.53,50.65,0.0,48.88,8.97,22.33,11.09,16.71,4.12,52.09
2024,6,5,3,91.98,2.51,52.09,0.0,49.5,8.91,21.97,10.94,16.45,4.1,53.76
2024,6,5,4,92.01,2.39,55.27,0.0,48.81,8.73,21.94,10.71,16.32,3.85,57.08
2024,6,5,5,92.04,2.18,60.41,0.0,47.5,8.67,22.2,10.51,16.36,3.46,62.68
2024,6,5,6,92.09,1.85,67.88,0.0,45.62,9.52,24.5,12.01,18.25,2.94,69.1
2024,6,5,7,92.14,1.98,121.31,0.0,33.19,8.36,27.68,9.96,18.82,2.33,125.6
2024,6,5,8,92.17,2.73,160.63,0.0,28.44,8.18,29.96,9.62,19.79,2.77,157.78
2024,6,5,9,92.19,3.01,173.59,0.0,25.31,8.06,31.8,9.48,20.64,2.86,171.36
2024,6,5,10,92.15,3.09,182.32,0.0,23.31,8.18,33.4,9.64,21.52,2.88,181.09
2024,6,5,11,92.1,3.12,190.1,0.0,22.12,8.3,34.65,9.89,22.27,2.9,190.07
2024,6,5,12,92.02,3.14,196.95,0.0,21.44,8.48,35.57,10.19,22.87,2.95,197.91
2024,6,5,13,91.93,3.09,201.96,0.0,21.12,8.54,36.02,10.37,23.19,2.95,203.72
2024,6,5,14,91.84,2.97,204.41,0.0,21.31,8.67,36.05,10.51,23.28,2.91,206.5
2024,6,5,15,91.79,2.75,204.31,0.0,21.81,8.67,35.65,10.52,23.09,2.78,207.79
2024,6,5,16,91.77,2.46,206.81,0.0,22.44,8.54,34.89,10.32,22.61,2.58,211.14
2024,6,5,17,91.78,2.11,203.53,0.0,23.94,8.61,33.83,10.37,22.09,2.34,207.68
2024,6,5,18,91.82,1.37,188.18,0.0,32.25,10.38,31.79,13.13,22.46,2.08,189.96
2024,6,5,19,91.89,1.44,158.31,0.0,36.12,10.31,29.8,13.12,21.46,2.09,160.14
2024,6,5,20,91.99,1.55,135.0,0.0,36.75,10.01,28.93,12.62,20.77,2.22,137.56
2024,6,5,21,92.08,1.5,114.96,0.0,37.69,9.83,28.21,12.37,20.29,2.13,117.22
2024,6,5,22,92.12,1.82,84.34,0.0,41.62,9.95,26.78,12.64,19.71,2.74,85.1
2024,6,5,23,92.13,2.29,67.11,0.0,45.38,10.01,25.4,12.73,19.06,3.78,68.31
2024,6,6,0,92.12,2.49,57.31,0.0,47.81,10.01,24.53,12.76,18.65,4.47,58.81
2024,6,6,1,92.09,2.57,49.93,0.0,49.69,10.01,23.87,12.76,18.31,4.84,51.3
2024,6,6,2,92.06,2.58,44.63,0.0,51.5,9.95,23.22,12.72,17.97,4.74,46.0
2024,6,6,3,92.04,2.62,42.46,0.0,52.38,9.83,22.73,12.53,17.62,4.65,43.78
2024,6,6,4,92.06,2.52,42.11,0.0,51.69,9.64,22.58,12.19,17.38,4.28,43.37
2024,6,6,5,92.1,2.25,45.84,0.0,49.75,9.4,22.85,11.84,17.35,3.62,47.45
2024,6,6,6,92.16,1.76,55.67,0.0,47.44,10.25,25.08,13.14,19.11,2.92,56.69
2024,6,6,7,92.22,1.71,103.47,0.0,34.44,8.97,28.23,11.01,19.62,1.94,109.75
2024,6,6,8,92.26,2.09,152.86,0.0,28.06,8.36,30.56,9.94,20.25,2.05,150.12
2024,6,6,9,92.26,1.94,184.84,0.0,24.62,8.18,32.44,9.64,21.04,1.67,185.63
2024,6,6,10,92.2,2.49,211.15,0.0,22.44,8.18,34.13,9.69,21.9,2.25,217.11
2024,6,6,11,92.14,3.36,222.36,0.0,20.62,8.12,35.59,9.63,22.62,3.24,227.64
2024,6,6,12,92.06,4.13,229.99,0.0,19.19,8.12,36.8,9.55,23.18,4.13,234.54
2024,6,6,13,91.99,4.68,237.13,0.0,18.62,8.12,37.39,9.62,23.51,4.85,241.21
2024,6,6,14,91.93,5.1,242.96,0.0,18.5,8.12,37.54,9.62,23.58,5.46,246.63
2024,6,6,15,91.88,5.15,245.84,0.0,18.62,8.06,37.24,9.49,23.37,5.65,249.61
2024,6,6,16,91.84,4.92,248.66,0.0,19.5,8.0,36.19,9.31,22.76,5.54,252.0
2024,6,6,17,91.85,4.39,250.02,0.0,21.31,8.06,34.67,9.38,22.03,5.19,252.66
2024,6,6,18,91.88,2.63,250.0,0.0,28.5,9.28,32.04,11.44,21.74,4.44,251.63
2024,6,6,19,91.93,2.11,246.47,0.0,35.38,9.7,29.04,12.12,20.58,3.51,248.17
2024,6,6,20,92.02,1.67,241.52,0.0,34.12,9.22,28.81,11.37,20.09,2.56,243.12
2024,6,6,21,92.08,1.25,243.6,0.0,32.38,8.67,28.72,10.48,19.6,1.84,244.63
2024,6,6,22,92.12,0.81,263.9,0.0,32.0,8.42,28.47,10.09,19.28,1.2,262.92
2024,6,6,23,92.1,0.66,316.91,0.0,32.56,8.36,28.01,9.95,18.98,0.94,309.93
2024,6,7,0,92.08,0.95,351.47,0.0,33.69,8.24,27.2,9.76,18.48,1.25,344.74
2024,6,7,1,92.04,1.2,1.5,0.0,35.25,8.12,26.09,9.48,17.78,1.6,357.21
2024,6,7,2,92.0,1.29,8.03,0.0,36.0,8.0,25.51,9.27,17.39,1.7,4.22
2024,6,7,3,91.97,1.35,23.16,0.0,37.25,7.93,24.82,9.15,16.99,1.8,21.43
2024,6,7,4,91.96,1.59,38.84,0.0,39.25,7.93,23.94,9.17,16.55,2.19,39.49
2024,6,7,5,91.96,1.87,50.93,0.0,41.75,8.06,23.15,9.38,16.26,2.73,52.31
2024,6,7,6,91.98,1.88,60.14,0.0,41.31,8.97,25.12,11.02,18.08,2.85,61.11
2024,6,7,7,92.02,1.03,106.24,0.0,29.19,7.69,28.35,8.65,18.5,0.92,112.88
2024,6,7,8,92.03,1.58,202.64,0.0,24.5,7.39,30.75,8.13,19.44,1.46,211.91
2024,6,7,9,92.04,2.89,219.51,0.0,21.81,7.39,32.78,8.12,20.44,2.82,225.34
2024,6,7,10,92.02,3.98,220.14,0.0,20.0,7.39,34.33,8.15,21.24,3.97,223.88
2024,6,7,11,91.97,4.38,220.45,0.0,18.69,7.39,35.53,8.13,21.83,4.41,223.42
2024,6,7,12,91.9,4.36,221.15,0.0,18.0,7.39,36.31,8.21,22.26,4.4,224.07
2024,6,7,13,91.82,4.12,222.31,0.0,17.56,7.45,36.8,8.23,22.51,4.18,225.23
2024,6,7,14,91.74,3.79,223.83,0.0,17.38,7.39,36.87,8.14,22.51,3.86,227.05
2024,6,7,15,91.67,3.5,230.7,0.0,17.75,7.32,36.36,8.07,22.21,3.69,234.49
2024,6,7,16,91.61,3.27,242.27,0.0,18.38,7.26,35.55,7.9,21.73,3.6,245.94
2024,6,7,17,91.61,2.96,253.14,0.0,20.0,7.39,34.23,8.08,21.15,3.45,255.96
2024,6,7,18,91.63,1.77,262.12,0.0,28.0,9.03,31.9,11.05,21.48,2.83,263.66
2024,6,7,19,91.69,1.14,276.3,0.0,30.06,8.73,30.07,10.56,20.32,1.76,277.41
2024,6,7,20,91.75,0.77,334.21,0.0,29.38,8.36,29.72,9.9,19.81,1.12,329.86
2024,6,7,21,91.79,1.23,34.4,0.0,32.06,8.48,28.43,10.09,19.26,1.66,32.12
2024,6,7,22,91.83,1.89,54.27,0.0,35.94,8.67,26.86,10.42,18.64,2.68,54.13
2024,6,7,23,91.84,2.3,58.64,0.0,39.56,8.73,25.41,10.6,18.01,3.48,58.95
2024,6,8,0,91.82,2.43,58.25,0.0,41.0,8.67,24.65,10.48,17.56,3.84,59.06
2024,6,8,1,91.81,2.42,56.05,0.0,42.25,8.67,24.11,10.46,17.28,3.9,57.11
2024,6,8,2,91.81,2.36,53.47,0.0,43.0,8.67,23.8,10.44,17.12,3.83,54.72
2024,6,8,3,91.8,2.36,52.14,0.0,43.31,8.61,23.58,10.36,16.97,3.84,53.43
2024,6,8,4,91.77,2.25,52.61,0.0,43.0,8.54,23.56,10.22,16.89,3.68,53.88
2024,6,8,5,91.78,2.11,52.54,0.0,42.56,8.48,23.69,10.19,16.94,3.45,54.12
2024,6,8,6,91.79,2.01,53.04,0.0,41.38,9.46,25.96,11.8,18.87,3.13,54.13
2024,6,8,7,91.81,1.25,77.7,0.0,30.12,8.3,29.21,9.83,19.52,1.21,81.45
2024,6,8,8,91.8,1.11,207.1,0.0,24.44,8.06,32.3,9.4,20.85,0.98,224.36
2024,6,8,9,91.8,2.35,235.15,0.0,21.5,8.06,34.63,9.46,22.05,2.37,245.46
2024,6,8,10,91.78,3.43,236.71,0.0,19.31,8.0,36.38,9.33,22.86,3.51,243.43
2024,6,8,11,91.75,4.09,237.31,0.0,17.75,7.93,37.74,9.19,23.47,4.27,242.69
2024,6,8,12,91.69,4.48,240.22,0.0,16.69,7.81,38.62,8.93,23.78,4.76,244.86
2024,6,8,13,91.62,4.73,245.63,0.0,15.75,7.63,39.24,8.56,23.9,5.16,249.81
2024,6,8,14,91.56,4.96,251.94,0.0,15.25,7.45,39.36,8.22,23.79,5.54,255.55
2024,6,8,15,91.49,5.13,258.57,0.0,15.12,7.2,39.0,7.77,23.38,5.87,261.35
2024,6,8,16,91.44,5.11,264.12,0.0,15.56,7.08,38.14,7.51,22.82,6.02,266.13
2024,6,8,17,91.43,4.61,267.57,0.0,17.25,7.26,36.68,7.86,22.27,5.81,268.92
2024,6,8,18,91.48,2.7,268.67,0.0,25.38,9.09,33.69,11.1,22.39,4.88,269.54
2024,6,8,19,91.55,2.28,270.59,0.0,28.69,8.79,30.91,10.57,20.74,4.0,270.67
2024,6,8,20,91.63,2.01,278.26,0.0,27.81,8.24,30.38,9.67,20.03,3.34,276.71
2024,6,8,21,91.7,1.64,291.29,0.0,27.44,7.93,29.94,9.1,19.52,2.62,287.14
2024,6,8,22,91.76,1.23,322.25,0.0,27.62,7.69,29.34,8.69,19.01,1.81,314.65
2024,6,8,23,91.77,1.37,6.88,0.0,29.25,7.69,28.38,8.68,18.53,1.79,0.75
2024,6,9,0,91.77,1.85,30.26,0.0,32.56,7.93,27.01,9.08,18.05,2.45,27.95
2024,6,9,1,91.75,2.3,41.28,0.0,36.94,8.18,25.45,9.6,17.52,3.24,40.21
2024,6,9,2,91.73,2.51,45.38,0.0,39.94,8.3,24.32,9.78,17.05,3.67,44.83
2024,6,9,3,91.72,2.62,49.47,0.0,42.31,8.42,23.67,10.07,16.87,3.9,49.8
2024,6,9,4,91.7,2.53,54.79,0.0,42.69,8.42,23.5,10.07,16.79,3.71,56.34
2024,6,9,5,91.69,2.37,59.88,0.0,42.25,8.42,23.6,9.98,16.8,3.43,62.33
2024,6,9,6,91.72,1.92,66.04,0.0,40.44,9.52,26.41,11.85,19.13,3.15,68.33
2024,6,9,7,91.74,1.95,99.01,0.0,27.38,8.06,30.32,9.36,19.84,1.99,107.8
2024,6,9,8,91.77,2.2,180.2,0.0,19.88,7.14,33.83,7.64,20.74,2.12,185.5
2024,6,9,9,91.8,2.84,207.83,0.0,17.62,7.02,35.76,7.47,21.61,2.75,212.25
2024,6,9,10,91.79,3.31,213.84,0.0,16.75,7.2,37.11,7.79,22.45,3.25,217.17
2024,6,9,11,91.76,3.5,214.9,0.0,16.31,7.39,38.11,8.19,23.15,3.43,217.89
2024,6,9,12,91.7,3.5,217.84,0.0,16.06,7.57,38.84,8.55,23.69,3.48,220.99
2024,6,9,13,91.63,3.43,222.41,0.0,15.94,7.69,39.25,8.77,24.01,3.46,225.82
2024,6,9,14,91.55,3.28,228.09,0.0,16.06,7.81,39.33,8.95,24.14,3.37,231.96
2024,6,9,15,91.5,3.23,241.89,0.0,16.31,7.81,39.04,8.94,23.99,3.44,246.17
2024,6,9,16,91.45,3.32,255.7,0.0,16.44,7.63,38.4,8.54,23.47,3.69,259.5
2024,6,9,17,91.45,3.27,262.99,0.0,17.38,7.57,37.25,8.47,22.86,3.85,265.81
2024,6,9,18,91.48,2.11,264.27,0.0,25.69,9.58,34.46,11.97,23.21,3.53,265.56
2024,6,9,19,91.54,1.98,264.79,0.0,28.88,9.34,31.83,11.48,21.66,3.17,265.62
2024,6,9,20,91.61,1.85,276.31,0.0,28.5,8.85,31.13,10.69,20.91,2.96,274.99
2024,6,9,21,91.69,1.55,294.37,0.0,28.56,8.54,30.58,10.23,20.4,2.49,290.03
2024,6,9,22,91.75,1.37,325.49,0.0,30.56,8.67,29.69,10.46,20.08,2.07,317.29
2024,6,9,23,91.76,1.47,352.04,0.0,33.0,8.91,28.78,10.83,19.8,2.08,344.29
2024,6,10,0,91.76,1.67,14.95,0.0,35.25,9.09,28.0,11.13,19.57,2.28,10.89
2024,6,10,1,91.75,1.95,35.86,0.0,37.5,9.16,27.11,11.3,19.2,2.72,34.33
2024,6,10,2,91.76,2.13,49.31,0.0,39.62,9.22,26.26,11.38,18.82,3.09,49.3
2024,6,10,3,91.76,2.33,60.52,0.0,41.62,9.34,25.62,11.59,18.61,3.56,61.69
2024,6,10,4,91.75,2.4,68.61,0.0,42.25,9.34,25.31,11.55,18.44,3.75,70.77
2024,6,10,5,91.76,2.28,75.3,0.0,42.38,9.28,25.22,11.51,18.36,3.57,78.37
2024,6,10,6,91.8,2.0,85.98,0.0,39.88,10.31,28.06,13.11,20.58,3.16,88.44
2024,6,10,7,91.84,2.33,129.83,0.0,26.69,8.61,31.94,10.4,21.16,2.56,134.63
2024,6,10,8,91.85,2.61,170.0,0.0,22.06,8.18,34.42,9.66,22.04,2.5,171.01
2024,6,10,9,91.85,3.14,192.48,0.0,20.38,8.3,36.05,9.84,22.94,2.99,193.6
2024,6,10,10,91.83,3.63,202.37,0.0,19.31,8.42,37.39,10.15,23.77,3.49,203.75
2024,6,10,11,91.77,3.88,210.13,0.0,18.25,8.42,38.39,10.12,24.25,3.78,212.24
2024,6,10,12,91.71,3.92,218.36,0.0,17.25,8.3,39.14,9.86,24.5,3.88,221.24
2024,6,10,13,91.62,3.85,226.23,0.0,16.44,8.12,39.62,9.54,24.58,3.89,229.97
2024,6,10,14,91.56,3.75,232.1,0.0,15.88,7.87,39.65,9.04,24.34,3.85,236.34
2024,6,10,15,91.51,3.62,239.4,0.0,15.62,7.57,39.26,8.47,23.87,3.83,243.75
2024,6,10,16,91.48,3.55,246.77,0.0,15.69,7.26,38.5,7.9,23.2,3.87,250.8
2024,6,10,17,91.49,3.32,251.05,0.0,16.69,7.26,37.31,7.9,22.61,3.83,254.12
2024,6,10,18,91.54,2.08,250.68,0.0,24.62,9.28,34.6,11.45,23.02,3.42,252.02
2024,6,10,19,91.6,1.85,246.04,0.0,28.5,9.28,31.98,11.4,21.69,2.92,247.83
2024,6,10,20,91.67,1.53,248.69,0.0,27.25,8.73,31.69,10.5,21.09,2.38,249.66
2024,6,10,21,91.73,1.12,262.78,0.0,26.5,8.3,31.43,9.84,20.63,1.79,261.2
2024,6,10,22,91.74,0.82,295.84,0.0,26.69,8.12,30.88,9.48,20.18,1.28,288.88
2024,6,10,23,91.71,0.87,334.58,0.0,27.56,8.06,30.19,9.36,19.78,1.2,323.73
2024,6,11,0,91.68,1.06,358.3,0.0,28.69,8.0,29.39,9.26,19.33,1.35,348.3
2024,6,11,1,91.64,1.14,14.7,0.0,29.69,7.93,28.64,9.13,18.89,1.4,6.09
2024,6,11,2,91.62,1.16,26.74,0.0,30.0,7.93,28.43,9.1,18.76,1.36,20.52
2024,6,11,3,91.63,1.24,56.61,0.0,31.38,8.0,27.73,9.15,18.44,1.43,55.27
2024,6,11,4,91.66,1.58,80.3,0.0,32.81,7.93,26.95,9.13,18.04,1.96,82.22
2024,6,11,5,91.72,1.94,90.23,0.0,35.25,8.06,25.87,9.28,17.58,2.63,93.07
2024,6,11,6,91.77,1.93,96.49,0.0,36.75,9.4,27.86,11.67,19.76,3.15,98.99
2024,6,11,7,91.82,2.74,119.34,0.0,23.38,7.45,31.66,8.2,19.94,3.02,122.01
2024,6,11,8,91.85,2.81,156.43,0.0,17.75,6.65,34.54,6.59,20.57,2.76,155.97
2024,6,11,9,91.88,3.1,177.69,0.0,16.12,6.65,36.39,6.62,21.51,3.0,176.86
2024,6,11,10,91.86,3.46,183.5,0.0,15.38,6.84,37.76,7.06,22.4,3.36,182.66
2024,6,11,11,91.81,3.57,186.92,0.0,14.81,6.96,38.8,7.3,23.05,3.46,186.48
2024,6,11,12,91.74,3.47,191.56,0.0,14.56,7.14,39.44,7.57,23.51,3.38,192.14
2024,6,11,13,91.66,3.23,197.16,0.0,14.19,7.08,39.88,7.54,23.71,3.16,199.02
2024,6,11,14,91.57,2.98,202.67,0.0,14.06,7.08,39.92,7.42,23.67,2.95,205.61
2024,6,11,15,91.5,2.72,218.48,0.0,14.19,6.96,39.48,7.23,23.35,2.76,222.94
2024,6,11,16,91.47,2.59,235.83,0.0,14.38,6.77,38.66,6.78,22.73,2.77,240.76
2024,6,11,17,91.47,2.38,245.62,0.0,15.31,6.71,37.46,6.75,22.11,2.73,249.08
2024,6,11,18,91.51,1.46,243.57,0.0,23.75,9.03,34.76,11.02,22.89,2.29,244.92
2024,6,11,19,91.58,1.11,232.73,0.0,24.12,8.36,33.1,9.9,21.5,1.6,233.91
2024,6,11,20,91.65,0.66,227.41,0.0,23.25,7.87,32.69,8.99,20.84,0.98,228.56
